Trienio,Semestre,Chamada,Curso_Limpo,Campus,Turno,Sistema_ID,Sistema_Nome,Min,Max,Media,N
2020-2022,2°,3ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-56.17,-56.17,-56.17,1
2020-2022,2°,3ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-24.247,-24.247,-24.247,1
2020-2022,2°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-5.043,24.323,9.169,11
2020-2022,2°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-85.909,-85.909,-85.909,1
2020-2022,2°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-61.389,-39.472,-50.43,2
2020-2022,2°,2ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-29.622,-19.202,-23.946,6
2020-2022,2°,3ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-60.065,-32.1,-46.286,5
2020-2022,2°,4ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-77.605,-64.986,-71.296,2
2020-2022,2°,1ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-76.155,5.545,-27.915,10
2020-2022,2°,1ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-29.143,-29.143,-29.143,1
2020-2022,2°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,165.968,178.729,171.932,9
2020-2022,2°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,80.749,80.749,80.749,1
2020-2022,2°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,56.394,64.155,61.469,3
2020-2022,2°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,62.448,84.446,73.447,2
2020-2022,2°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,99.218,99.964,99.628,3
2020-2022,2°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,126.818,127.99,127.404,2
2020-2022,2°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,43.386,59.182,51.412,8
2020-2022,2°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,8.914,8.914,8.914,1
2020-2022,2°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-74.657,-74.657,-74.657,1
2020-2022,2°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-6.251,29.814,5.39,5
2020-2022,2°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,33.844,54.052,42.262,4
2020-2022,2°,2ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,40.547,42.644,41.333,3
2020-2022,2°,2ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-11.908,-8.959,-10.433,2
2020-2022,2°,3ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-13.255,-13.255,-13.255,1
2020-2022,2°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,31.016,40.98,36.136,6
2020-2022,2°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,10.389,10.389,10.389,1
2020-2022,2°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-69.241,-69.241,-69.241,1
2020-2022,2°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-47.468,-31.61,-39.539,2
2020-2022,2°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-18.715,-9.179,-15.342,3
2020-2022,2°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,42.006,42.006,42.006,1
2020-2022,2°,2ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,24.138,29.257,26.638,5
2020-2022,2°,2ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-55.046,-48.202,-51.624,2
2020-2022,2°,2ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-20.106,-20.106,-20.106,1
2020-2022,2°,3ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,18.972,21.856,20.36,4
2020-2022,2°,3ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-22.994,-22.994,-22.994,1
2020-2022,2°,4ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,17.162,18.445,17.975,3
2020-2022,2°,5ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,16.266,17.142,16.73,3
2020-2022,2°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,56.658,69.779,61.977,6
2020-2022,2°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,18.702,18.702,18.702,1
2020-2022,2°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,10.489,24.767,17.628,2
2020-2022,2°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-13.088,17.951,2.166,5
2020-2022,2°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,70.158,70.158,70.158,1
2020-2022,2°,2ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,55.399,55.399,55.399,1
2020-2022,2°,2ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,16.143,16.143,16.143,1
2020-2022,2°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-56.473,-19.323,-41.244,28
2020-2022,2°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-53.801,-53.689,-53.745,2
2020-2022,2°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-67.403,-38.148,-52.776,2
2020-2022,2°,2ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-78.36,-58.4,-67.318,14
2020-2022,2°,3ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-97.867,-80.585,-89.226,2
2020-2022,2°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Universal,75.545,97.599,87.563,11
2020-2022,2°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,20.021,20.021,20.021,1
2020-2022,2°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-10.926,3.473,-1.992,3
2020-2022,2°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,18.235,21.801,20.018,2
2020-2022,2°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-4.498,8.235,1.952,4
2020-2022,2°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,64.445,64.654,64.549,2
2020-2022,2°,2ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-7.277,-7.277,-7.277,1
2020-2022,2°,5ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Universal,74.239,75.344,74.792,2
2020-2022,2°,1ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-63.045,2.456,-22.067,6
2020-2022,2°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,70.989,87.978,79.446,11
2020-2022,2°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,28.139,28.139,28.139,1
2020-2022,2°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-48.61,-48.61,-48.61,1
2020-2022,2°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-51.944,-14.379,-29.702,3
2020-2022,2°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-30.293,-1.772,-16.535,7
2020-2022,2°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,34.265,34.265,34.265,1
2020-2022,2°,2ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,16.381,16.381,16.381,1
2020-2022,2°,2ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,33.896,33.896,33.896,1
2020-2022,2°,3ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,23.0,23.0,23.0,1
2020-2022,2°,5ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-32.926,-32.926,-32.926,1
2020-2022,2°,1ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-91.504,-52.562,-64.037,8
2020-2022,2°,1ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,1,Universal,-81.042,-49.823,-61.596,12
2020-2022,2°,1ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-45.649,-45.649,-45.649,1
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,36.705,120.306,55.742,13
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-2.777,98.221,23.465,13
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-5.786,-0.285,-3.036,2
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-1.176,2.32,0.572,2
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-38.327,23.576,-3.739,5
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,3,EP / Baixa Renda / PPI,-72.089,-12.149,-51.538,3
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-15.383,-0.009,-10.092,3
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,5,EP / Baixa Renda / Não-PPI,-28.8,11.743,-8.529,2
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-32.915,0.643,-13.552,4
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-51.667,-6.11,-29.803,6
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-11.331,85.005,26.823,3
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-8.376,14.991,1.52,4
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,31.78,32.177,31.983,3
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-7.013,-3.507,-5.304,3
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-24.159,-23.112,-23.636,2
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-18.849,-3.674,-11.262,2
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-15.433,-15.433,-15.433,1
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-34.787,-29.063,-31.925,2
2019-2021,1°,3ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-18.153,-10.481,-14.317,2
2019-2021,1°,3ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-39.595,-39.595,-39.595,1
2019-2021,1°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-9.125,49.697,17.442,17
2019-2021,1°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-13.14,11.95,-0.595,2
2019-2021,1°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-33.373,-33.373,-33.373,1
2019-2021,1°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-50.337,33.84,-4.647,5
2019-2021,1°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-79.596,-17.943,-42.132,5
2019-2021,1°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-47.09,38.297,-7.759,8
2019-2021,1°,2ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-27.314,-14.448,-20.237,9
2019-2021,1°,2ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-56.586,-56.586,-56.586,1
2019-2021,1°,3ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-32.479,-28.335,-30.671,3
2019-2021,1°,4ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-33.617,-33.191,-33.404,2
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,74.758,137.056,99.636,9
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,19.181,76.568,37.349,6
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,85.859,85.859,85.859,1
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-2.692,-2.692,-2.692,1
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,16.653,31.35,24.852,3
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,3,EP / Baixa Renda / PPI,-46.6,-28.781,-37.69,2
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,20.353,38.018,29.186,2
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,5,EP / Baixa Renda / Não-PPI,-2.815,12.718,4.952,2
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,18.42,53.972,41.634,3
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-10.972,-10.972,-10.972,1
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,49.823,61.77,55.796,2
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,11.152,12.438,11.795,2
2019-2021,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,61.498,72.109,66.986,6
2019-2021,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,18.235,18.235,18.235,1
2019-2021,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,39.61,39.61,39.61,1
2019-2021,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-7.895,-7.895,-7.895,1
2019-2021,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,5,EP / Baixa Renda / Não-PPI,-52.862,-52.862,-52.862,1
2019-2021,1°,3ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,60.044,61.413,60.728,2
2019-2021,1°,4ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,60.022,60.022,60.022,1
2019-2021,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-70.173,-5.298,-29.839,7
2019-2021,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-72.96,-72.96,-72.96,1
2019-2021,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-59.094,-59.094,-59.094,1
2019-2021,1°,1ª,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Universal,22.845,22.845,22.845,1
2019-2021,1°,1ª,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO)*,DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,0.432,0.432,0.432,1
2019-2021,1°,1ª,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Universal,-68.761,10.926,-15.798,5
2019-2021,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-80.935,60.65,-21.481,11
2019-2021,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-13.884,-13.884,-13.884,1
2019-2021,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-41.515,-41.515,-41.515,1
2019-2021,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-15.885,-15.885,-15.885,1
2019-2021,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-9.93,-9.93,-9.93,1
2019-2021,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-10.259,9.476,-0.391,2
2019-2021,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,87.359,154.249,110.616,9
2019-2021,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,29.186,29.186,29.186,1
2019-2021,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-29.963,12.895,-12.617,3
2019-2021,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-62.356,-62.356,-62.356,1
2019-2021,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-53.337,58.876,-14.642,3
2019-2021,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,55.938,88.431,72.184,2
2019-2021,1°,2ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,74.627,83.31,78.897,5
2019-2021,1°,2ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,8.048,49.191,28.62,2
2019-2021,1°,3ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,71.758,73.491,72.68,4
2019-2021,1°,3ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-2.363,-2.363,-2.363,1
2019-2021,1°,4ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-5.206,-5.206,-5.206,1
2019-2021,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,115.002,192.188,139.258,9
2019-2021,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,82.755,82.755,82.755,1
2019-2021,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,9.006,79.464,36.684,3
2019-2021,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,46.784,65.016,55.9,2
2019-2021,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,29.628,64.873,51.052,3
2019-2021,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,114.944,142.347,128.646,2
2019-2021,1°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,93.273,111.206,101.924,6
2019-2021,1°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-7.188,-7.188,-7.188,1
2019-2021,1°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,91.63,91.63,91.63,1
2019-2021,1°,3ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,91.104,91.104,91.104,1
2019-2021,1°,3ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-7.674,-7.674,-7.674,1
2019-2021,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,47.264,128.476,69.763,10
2019-2021,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-6.889,-6.889,-6.889,1
2019-2021,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-14.082,41.919,13.918,2
2019-2021,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-27.935,-27.935,-27.935,1
2019-2021,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-50.288,-14.091,-32.638,5
2019-2021,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-13.224,26.979,1.054,4
2019-2021,1°,2ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,41.65,46.06,43.864,4
2019-2021,1°,2ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-47.764,-47.764,-47.764,1
2019-2021,1°,3ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,40.545,40.664,40.604,2
2019-2021,1°,4ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,39.954,39.954,39.954,1
2019-2021,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-63.616,118.331,-13.805,7
2019-2021,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-16.032,-16.032,-16.032,1
