Trienio,Semestre,Chamada,Curso_Limpo,Campus,Turno,Sistema_ID,Sistema_Nome,Min,Max,Media,N_Banco
2021-2023,1°,2ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,36.848,36.848,36.848,1
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,2.879,2.879,2.879,1
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,59.656,128.899,82.107,9
2021-2023,1°,2ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,46.302,59.158,52.898,6
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,11.027,11.027,11.027,1
2021-2023,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,22.496,67.115,40.008,13
2021-2023,1°,2ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-20.516,16.71,-1.639,8
2021-2023,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,70.353,70.353,70.353,1
2021-2023,1°,2ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-13.268,-13.268,-13.268,1
2021-2023,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,66.769,120.301,81.052,9
2021-2023,1°,2ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,56.995,65.463,61.278,6
2021-2023,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,39.079,39.079,39.079,1
2021-2023,1°,2ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,7.676,7.676,7.676,1
2021-2023,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,120.445,156.459,129.858,9
2021-2023,1°,2ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,112.925,115.943,114.581,3
2021-2023,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,46.95,46.95,46.95,1
2021-2023,1°,1ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-27.962,104.096,34.657,21
2021-2023,1°,2ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-75.749,-75.749,-75.749,1
2021-2023,1°,1ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-13.4,-13.4,-13.4,1
2021-2023,1°,1ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,12.192,61.652,34.03,10
2021-2023,1°,2ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,11.369,15.026,12.446,4
2021-2023,1°,1ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,59.299,59.299,59.299,1
2021-2023,1°,1ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,125.478,156.3,138.025,9
2021-2023,1°,2ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,82.499,113.283,93.841,8
2021-2023,1°,1ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,85.127,85.127,85.127,1
2021-2023,1°,2ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,16.461,16.461,16.461,1
2021-2023,1°,1ª,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-53.021,42.301,-9.659,7
2021-2023,1°,1ª,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-32.417,-32.417,-32.417,1
2021-2023,1°,1ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,71.137,156.247,116.55,13
2021-2023,1°,2ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,1.84,62.499,24.493,8
2021-2023,1°,1ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,139.153,139.153,139.153,1
2021-2023,1°,2ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-29.528,-29.528,-29.528,1
2021-2023,1°,1ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,88.12,136.666,110.053,10
2021-2023,1°,2ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,48.882,75.494,61.466,8
2021-2023,1°,1ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,65.176,65.176,65.176,1
2021-2023,1°,2ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,9.688,9.688,9.688,1
2021-2023,1°,1ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,61.647,136.761,92.855,12
2021-2023,1°,2ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,41.337,59.603,52.757,8
2021-2023,1°,1ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,56.973,56.973,56.973,1
2021-2023,1°,1ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,70.386,144.063,93.318,63
2021-2023,1°,2ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,52.524,69.581,59.562,32
2021-2023,1°,1ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,33.37,77.805,52.658,7
2021-2023,1°,2ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,28.687,28.687,28.687,1
2021-2023,1°,1ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,30.096,136.549,69.72,15
2021-2023,1°,2ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,10.746,29.808,20.535,8
2021-2023,1°,1ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-44.549,-44.549,-44.549,1
2021-2023,1°,1ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,11.818,63.743,30.517,11
2021-2023,1°,2ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,3.385,10.436,7.512,5
2021-2023,1°,1ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,11.437,11.437,11.437,1
2021-2023,1°,2ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-36.261,-36.261,-36.261,1
2021-2023,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,76.858,148.69,98.041,9
2021-2023,1°,2ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,61.479,68.425,64.53,4
2021-2023,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,15.549,15.549,15.549,1
2021-2023,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,19.242,88.621,39.864,5
2021-2023,1°,2ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,1.36,19.158,8.25,3
2021-2023,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,25.623,25.623,25.623,1
2021-2023,1°,1ª,FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-30.256,34.653,-4.29,11
2021-2023,1°,2ª,FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-46.731,-37.081,-42.115,3
2021-2023,1°,1ª,FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-23.598,-23.598,-23.598,1
2021-2023,1°,1ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,31.089,79.217,44.944,11
2021-2023,1°,2ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,21.889,30.867,27.484,5
2021-2023,1°,1ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-9.095,-9.095,-9.095,1
2021-2023,1°,2ª,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-13.261,-13.261,-13.261,1
2021-2023,1°,1ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,27.297,64.645,37.151,7
2021-2023,1°,2ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,11.271,18.276,14.29,3
2021-2023,1°,1ª,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-21.229,-21.229,-21.229,1
2021-2023,1°,1ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-7.206,141.578,52.321,10
2021-2023,1°,2ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-30.858,-11.265,-21.036,4
2021-2023,1°,1ª,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,37.136,37.136,37.136,1
2021-2023,1°,1ª,GEOFÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-47.521,-2.055,-19.997,6
2021-2023,1°,1ª,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-25.568,44.373,0.296,11
2021-2023,1°,2ª,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-53.956,-27.914,-43.352,5
2021-2023,1°,1ª,GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-56.763,97.846,-5.787,13
2021-2023,1°,2ª,GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-69.169,-69.169,-69.169,1
2021-2023,1°,1ª,GESTÃO DE AGRONEGÓCIO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-83.888,-27.976,-55.638,8
2021-2023,1°,1ª,GESTÃO DE AGRONEGÓCIO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-12.02,-12.02,-12.02,1
2021-2023,1°,1ª,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-19.441,89.961,9.809,13
2021-2023,1°,2ª,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-50.388,-20.824,-35.424,11
2021-2023,1°,1ª,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,5.313,5.313,5.313,1
2021-2023,1°,1ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,36.27,120.935,71.222,9
2021-2023,1°,2ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,27.072,34.555,32.0,4
2021-2023,1°,1ª,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,11.829,11.829,11.829,1
2021-2023,1°,1ª,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-69.357,12.295,-23.945,8
2021-2023,1°,1ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,95.519,130.233,111.092,4
2021-2023,1°,2ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,54.785,84.75,69.025,3
2021-2023,1°,1ª,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,53.554,53.554,53.554,1
2021-2023,1°,1ª,LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-49.96,58.052,-7.274,7
2021-2023,1°,1ª,LETRAS - TRADUÇÃO - FRANCÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,108.22,108.22,40.566,2
2021-2023,1°,1ª,LETRAS - TRADUÇÃO - INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-18.136,26.575,6.649,5
2021-2023,1°,2ª,LETRAS - TRADUÇÃO - INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-22.54,-22.54,-22.54,1
2021-2023,1°,1ª,LETRAS - TRADUÇÃO - INGLÊS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,8.667,8.667,8.667,1
2021-2023,1°,1ª,LETRAS - TRADUÇÃO ESPANHOL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-56.295,-56.295,-56.295,1
2021-2023,1°,1ª,LICENCIATURA EM ARTES CÊNICAS,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-1.077,21.881,11.29,5
2021-2023,1°,1ª,LICENCIATURA EM ARTES CÊNICAS,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,25.467,25.467,25.467,1
2021-2023,1°,1ª,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,1.357,67.671,20.507,12
2021-2023,1°,2ª,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-26.626,-2.752,-10.079,6
2021-2023,1°,1ª,LICENCIATURA EM FÍSICA,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,55.585,55.585,55.585,1
2021-2023,1°,1ª,LICENCIATURA EM MATEMÁTICA,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-73.474,22.858,-27.23,6
2021-2023,1°,1ª,LICENCIATURA EM MATEMÁTICA,DARCY RIBEIRO,NOTURNO,2,Cota para Negros,43.063,43.063,43.063,1
2021-2023,1°,1ª,LICENCIATURA EM QUÍMICA,DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-21.346,1.634,-8.994,4
2021-2023,1°,1ª,LÍNGUA E LITERATURA JAPONESA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-5.043,-5.043,-5.043,1
2021-2023,1°,1ª,LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-13.667,-13.667,-13.667,1
2021-2023,1°,1ª,LÍNGUA ESTRANGEIRA APLICADA - MULTILINGUISMO E SOCIEDADE DA INFORMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-6.578,48.385,16.708,10
2021-2023,1°,1ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,32.247,72.62,53.378,4
2021-2023,1°,2ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,25.592,25.592,25.592,1
2021-2023,1°,1ª,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-17.014,-17.014,-17.014,1
2021-2023,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,52.636,82.448,66.519,6
2021-2023,1°,2ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,23.995,49.339,40.416,3
2021-2023,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,35.734,35.734,35.734,1
2021-2023,1°,2ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-3.487,-3.487,-3.487,1
2021-2023,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-46.157,-9.045,-29.121,4
2021-2023,1°,1ª,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-31.96,-31.96,-31.96,1
2021-2023,1°,1ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-2.875,75.036,31.551,8
2021-2023,1°,2ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-3.905,-3.905,-3.905,1
2021-2023,1°,1ª,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,12.575,12.575,12.575,1
2021-2023,1°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,177.881,211.738,192.768,9
2021-2023,1°,2ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,171.43,177.706,174.241,4
2021-2023,1°,1ª,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,171.622,171.622,171.622,1
2021-2023,1°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,93.664,127.484,105.069,9
2021-2023,1°,2ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,69.156,88.024,76.395,3
2021-2023,1°,1ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,73.643,73.643,73.643,1
2021-2023,1°,2ª,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,57.305,57.305,57.305,1
2021-2023,1°,1ª,MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-59.957,11.393,-30.12,8
2021-2023,1°,1ª,MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-38.902,-38.902,-38.902,1
2021-2023,1°,1ª,MÚSICA (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-23.394,-23.394,-23.394,1
2021-2023,1°,1ª,MÚSICA (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-41.36,25.412,-7.495,4
2021-2023,1°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,66.13,101.845,85.774,7
2021-2023,1°,2ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,61.439,65.995,64.243,4
2021-2023,1°,1ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,31.75,31.75,31.75,1
2021-2023,1°,2ª,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,17.406,17.406,17.406,1
2021-2023,1°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,90.466,104.035,97.873,6
2021-2023,1°,2ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,87.346,90.26,88.803,2
2021-2023,1°,1ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,34.282,34.282,34.282,1
2021-2023,1°,2ª,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,30.271,30.271,30.271,1
2021-2023,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-10.348,60.661,10.484,16
2021-2023,1°,2ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-17.402,-12.238,-14.596,8
2021-2023,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,0.572,9.731,5.151,2
2021-2023,1°,2ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-15.274,-15.274,-15.274,1
2021-2023,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-59.858,5.534,-32.16,11
2021-2023,1°,2ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-92.426,-69.015,-77.216,7
2021-2023,1°,1ª,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-52.111,-52.111,-52.111,1
2021-2023,1°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,73.691,139.15,108.6,11
2021-2023,1°,2ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,73.691,96.299,93.121,5
2021-2023,1°,1ª,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,61.64,61.64,61.64,1
2021-2023,1°,1ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,34.268,108.78,77.55,8
2021-2023,1°,2ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,19.074,30.686,24.856,6
2021-2023,1°,1ª,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-1.973,-1.973,-1.973,1
2021-2023,1°,1ª,QUÍMICA TECNOLÓGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-21.486,53.064,1.323,9
2021-2023,1°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,92.834,138.473,109.659,11
2021-2023,1°,2ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,86.919,91.728,89.248,4
2021-2023,1°,1ª,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,94.164,94.164,94.164,1
2021-2023,1°,1ª,SAÚDE COLETIVA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-79.717,25.273,-33.5,16
2021-2023,1°,1ª,SAÚDE COLETIVA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,-39.762,-28.877,-34.32,2
2021-2023,1°,1ª,SAÚDE COLETIVA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-73.583,-12.104,-41.705,6
2021-2023,1°,1ª,SAÚDE COLETIVA (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-37.506,-37.506,-37.506,1
2021-2023,1°,1ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-26.943,26.034,-5.249,12
2021-2023,1°,2ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-38.817,-32.378,-35.8,3
2021-2023,1°,1ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-22.493,-22.493,-22.493,1
2021-2023,1°,1ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-69.15,1.997,-25.112,8
2021-2023,1°,1ª,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-9.961,-9.961,-9.961,1
2021-2023,1°,1ª,"TEORIA, CRÍTICA E HISTÓRIA DA ARTE (BACHARELADO)",DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-56.171,25.563,-23.839,3
2021-2023,1°,1ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-9.621,42.752,8.334,12
2021-2023,1°,2ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-15.863,-10.012,-12.915,3
2021-2023,1°,1ª,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,8.543,8.543,8.543,1
2021-2023,1°,1ª,TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-95.121,-32.42,-57.923,6
2021-2023,1°,1ª,TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-47.957,-47.957,-47.957,1
2021-2023,2°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,5.626,26.113,15.66,13
2021-2023,2°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-6.998,5.312,-0.324,9
2021-2023,2°,3ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-12.299,-7.511,-10.206,8
2021-2023,2°,4ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-15.214,-12.39,-13.339,4
