Trienio,Semestre,Chamada,Curso_Limpo,Campus,Turno,Sistema_ID,Sistema_Nome,Min,Max,Media,N_Banco
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,36.705,120.306,55.742,13
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,31.78,32.177,31.983,3
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-5.786,-0.285,-3.036,2
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-24.159,-23.112,-23.636,2
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-2.777,98.221,23.465,13
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-7.013,-3.507,-5.304,3
2019-2021,1°,3ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-18.153,-10.481,-14.317,2
2019-2021,1°,1ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-1.176,2.32,0.572,2
2019-2021,1°,2ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-18.849,-3.674,-11.262,2
2019-2021,1°,3ª,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-39.595,-39.595,-39.595,1
2019-2021,1°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-9.125,49.697,17.442,17
2019-2021,1°,2ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-27.314,-14.448,-20.237,9
2019-2021,1°,3ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-32.479,-28.335,-30.671,3
2019-2021,1°,4ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-33.617,-33.191,-33.404,2
2019-2021,1°,1ª,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-13.14,11.95,-0.595,2
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,74.758,137.056,99.636,9
2019-2021,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,61.498,72.109,66.986,6
2019-2021,1°,3ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,60.044,61.413,60.728,2
2019-2021,1°,4ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,60.022,60.022,60.022,1
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,85.859,85.859,85.859,1
2019-2021,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,39.61,39.61,39.61,1
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,19.181,76.568,37.349,6
2019-2021,1°,2ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,18.235,18.235,18.235,1
2019-2021,1°,1ª,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-2.692,-2.692,-2.692,1
2019-2021,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-38.167,-5.298,-29.839,7
2019-2021,1°,1ª,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-72.96,-72.96,-72.96,1
2019-2021,1°,1ª,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,22.845,22.845,22.845,1
2019-2021,1°,1ª,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,1,Sistema Universal,-21.226,10.926,-15.798,5
2019-2021,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-80.935,60.65,-21.481,11
2019-2021,1°,1ª,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-13.884,-13.884,-13.884,1
2019-2021,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,87.359,154.249,110.616,9
2019-2021,1°,2ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,74.627,83.31,78.897,5
2019-2021,1°,3ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,71.758,73.491,72.681,4
2019-2021,1°,1ª,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,29.186,29.186,29.186,1
2019-2021,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,115.002,192.188,139.258,9
2019-2021,1°,2ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,93.273,111.206,101.924,6
2019-2021,1°,3ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,91.104,91.104,91.104,1
2019-2021,1°,1ª,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,82.755,82.755,82.755,1
2019-2021,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,47.264,128.476,69.763,10
2019-2021,1°,2ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,41.65,46.06,43.864,4
2019-2021,1°,3ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,40.545,40.664,40.604,2
2019-2021,1°,4ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,39.954,39.954,39.954,1
2019-2021,1°,1ª,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-6.889,-6.889,-6.889,1
2019-2021,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-63.616,118.331,-13.805,7
2019-2021,1°,1ª,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-16.032,-16.032,-16.032,1
2019-2021,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,61.373,143.742,92.189,9
2019-2021,1°,2ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,46.285,55.995,49.972,3
2019-2021,1°,1ª,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,45.804,45.804,45.804,1
2019-2021,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,13.056,64.385,29.036,15
2019-2021,1°,2ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-6.471,5.103,-0.487,6
2019-2021,1°,3ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-13.518,-7.663,-10.434,5
2019-2021,1°,4ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-17.111,-17.111,-17.111,1
2019-2021,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-30.284,-23.245,-26.764,2
2019-2021,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-20.052,46.127,0.295,12
2019-2021,1°,2ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-68.443,-47.052,-54.532,4
2019-2021,1°,3ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-77.193,-69.066,-73.13,2
2019-2021,1°,1ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-2.467,25.446,11.49,2
2019-2021,1°,2ª,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-65.721,-65.721,-65.721,1
2019-2021,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,92.033,175.077,119.796,11
2019-2021,1°,2ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,83.453,91.369,87.241,7
2019-2021,1°,3ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,78.715,82.601,80.658,2
2019-2021,1°,4ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,70.694,74.442,72.568,2
2019-2021,1°,1ª,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,19.037,19.037,19.037,1
2019-2021,1°,1ª,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,NOTURNO,1,Sistema Universal,-76.854,-20.469,-53.997,9
2019-2021,1°,1ª,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,NOTURNO,2,Cota para Negros,-90.203,-90.203,-90.203,1
2019-2021,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,11.533,94.463,40.74,20
2019-2021,1°,2ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-0.395,8.634,3.572,5
2019-2021,1°,3ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-11.21,-1.867,-8.144,4
2019-2021,1°,4ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-15.478,-15.478,-15.478,1
2019-2021,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,0.428,6.996,3.712,2
2019-2021,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-20.863,34.167,-6.053,17
2019-2021,1°,2ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-34.12,-21.081,-28.998,4
2019-2021,1°,3ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-49.859,-37.342,-43.6,2
2019-2021,1°,4ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-61.279,-52.515,-56.897,2
2019-2021,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-3.314,-3.314,-3.314,1
2019-2021,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-17.502,62.26,9.714,14
2019-2021,1°,2ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-47.249,-17.748,-32.161,6
2019-2021,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-78.071,-78.071,-78.071,1
2019-2021,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,64.46,116.156,77.777,4
2019-2021,1°,2ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,55.42,55.42,55.42,1
2019-2021,1°,3ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,52.904,52.904,52.904,1
2019-2021,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,48.632,48.632,48.632,1
2019-2021,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,77.921,129.694,95.275,4
2019-2021,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,35.413,35.413,35.413,1
2019-2021,1°,1ª,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,80.914,98.283,91.246,4
2019-2021,1°,2ª,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,78.53,78.53,78.53,1
2019-2021,1°,1ª,DESIGN - PROGRAMAÇÃO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,24.028,24.028,24.028,1
2019-2021,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,113.772,155.752,132.946,12
2019-2021,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,110.177,113.534,111.76,5
2019-2021,1°,3ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,109.245,109.245,109.245,1
2019-2021,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,71.703,98.148,84.926,2
2019-2021,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,64.219,64.219,64.219,1
2019-2021,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,77.019,114.418,87.082,12
2019-2021,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,74.255,74.44,74.348,2
2019-2021,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,84.592,84.592,68.748,2
2019-2021,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,51.651,51.651,51.651,1
2019-2021,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,8.352,45.082,23.968,11
2019-2021,1°,2ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,6.549,8.241,7.373,3
2019-2021,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-7.405,-7.405,-7.405,1
2019-2021,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-21.256,46.723,-1.38,11
2019-2021,1°,2ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-24.415,-22.911,-23.765,4
2019-2021,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-18.38,-18.38,-18.38,1
2019-2021,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,26.432,71.32,45.489,11
2019-2021,1°,2ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,22.267,26.079,24.279,3
2019-2021,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,53.945,104.45,69.611,9
2019-2021,1°,2ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,37.764,40.64,38.803,3
2019-2021,1°,3ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,36.528,37.25,36.889,2
2019-2021,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,33.356,33.356,33.356,1
2019-2021,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,26.947,94.16,51.415,8
2019-2021,1°,2ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-23.316,14.783,-6.707,3
2019-2021,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,72.619,72.619,72.619,1
2019-2021,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,96.375,155.602,118.505,9
2019-2021,1°,2ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,57.499,94.091,73.7,6
2019-2021,1°,3ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,44.107,50.913,46.78,3
2019-2021,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,14.522,14.522,14.522,1
2019-2021,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,131.45,163.169,145.754,8
2019-2021,1°,2ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,121.26,129.683,124.33,6
2019-2021,1°,3ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,115.839,119.923,118.23,3
2019-2021,1°,4ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,114.818,114.818,114.818,1
2019-2021,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,84.173,84.173,84.173,1
2019-2021,1°,1ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,42.183,131.038,71.11,15
2019-2021,1°,2ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,9.587,40.879,21.487,8
2019-2021,1°,3ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Sistema Universal,-2.961,7.765,3.694,3
2019-2021,1°,1ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-20.158,-20.158,-20.158,1
2019-2021,1°,1ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,1.695,71.841,24.47,12
2019-2021,1°,2ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-12.896,-5.317,-8.503,4
2019-2021,1°,3ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-20.448,-20.448,-20.448,1
2019-2021,1°,1ª,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,24.498,24.498,24.498,1
2019-2021,1°,1ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,112.072,189.172,131.965,9
2019-2021,1°,2ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,73.896,106.479,88.381,10
2019-2021,1°,3ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,48.304,73.618,64.369,6
2019-2021,1°,4ª,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,34.986,43.778,40.636,3
2019-2021,1°,1ª,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-71.066,30.842,-14.315,12
2019-2021,1°,1ª,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-32.127,-32.127,-32.127,1
2019-2021,1°,1ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,115.354,193.348,147.981,9
2019-2021,1°,2ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,95.302,114.886,107.089,8
2019-2021,1°,3ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,73.329,90.223,82.363,5
2019-2021,1°,4ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,51.177,67.189,60.54,6
2019-2021,1°,1ª,ENGENHARIA MECATRÔNICA - CONTROLE E AUTOMAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,84.165,84.165,84.165,1
2019-2021,1°,1ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,80.147,128.922,104.545,8
2019-2021,1°,2ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,76.548,80.042,78.124,4
2019-2021,1°,3ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,37.795,54.847,48.525,4
2019-2021,1°,4ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,33.034,35.484,34.259,2
2019-2021,1°,1ª,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,25.588,25.588,25.588,1
2019-2021,1°,1ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,70.109,168.79,108.081,11
2019-2021,1°,2ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,38.765,65.192,49.34,8
2019-2021,1°,3ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,31.477,38.648,34.639,4
2019-2021,1°,1ª,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,11.144,11.144,11.144,1
2019-2021,1°,1ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,50.649,175.146,83.175,61
2019-2021,1°,2ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,35.869,49.905,43.147,29
2019-2021,1°,3ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,29.939,35.389,32.832,15
2019-2021,1°,4ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,1,Sistema Universal,26.128,29.914,28.031,8
2019-2021,1°,1ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,3.555,62.949,22.306,7
2019-2021,1°,2ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,0.265,0.877,0.571,2
2019-2021,1°,3ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,-5.039,-5.039,-5.039,1
2019-2021,1°,4ª,ENGENHARIAS - AEROESPACIAL / AUTOMOTIVA / ELETRÔNICA / ENERGIA / SOFTWARE (BACHARELADOS)**,GAMA,DIURNO,2,Cota para Negros,-9.952,-9.952,-9.952,1
2019-2021,1°,1ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,34.508,121.268,64.507,14
2019-2021,1°,2ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,11.03,34.181,21.847,6
2019-2021,1°,3ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-8.9,8.506,1.062,3
2019-2021,1°,4ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,-27.848,-12.973,-20.41,2
2019-2021,1°,1ª,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-38.073,-38.073,-38.073,1
2019-2021,1°,1ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-1.212,74.556,27.219,10
2019-2021,1°,2ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,1,Sistema Universal,-1.66,-1.66,-1.66,1
2019-2021,1°,1ª,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,3.739,3.739,3.739,1
2019-2021,1°,1ª,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Sistema Universal,60.297,114.584,79.935,9
